response_id,timestamp,residency,age,crypto_experience,portfolio_btc_eth,portfolio_stablecoins,portfolio_memecoins,portfolio_nfts,portfolio_none,info_telegram,info_twitter_x,info_youtube,info_lihkg,info_discord,info_xiaohongshu,investment_driver,platform_usage,factor_user_experience,factor_fee_structure,factor_asset_variety,factor_community_vibe,factor_regulatory_compliance,friction_point,word_reliable,word_safe,word_institutional,word_boring,word_premium,word_restrictive,word_elite,trust_score,engagement_score,pizza_day_awareness,incentive_preference,safe_punk_receptivity
R0188,2026-03-01 07:38:22,Hong Kong,23,3+ years,1,0,0,0,0,0,1,1,1,0,0,Technology,Licensed (HashKey/OSL),3,3,4,4,5,PI Restrictions,1,0,1,0,1,0,0,3,5,Heard of it,Exclusive Airdrop of Trending Tokens,Likely would change perception
R0189,2026-03-01 08:17:15,Hong Kong,28,1–3 years,0,0,0,0,1,1,0,0,0,0,1,Financial Independence,OTC Stores,5,2,4,2,3,Complex KYC,0,0,0,0,0,0,0,4,1,No,Trading Fee Rebates,Definitely would change perception
R0190,2026-03-01 14:44:11,Hong Kong,28,1–3 years,0,0,0,0,1,0,1,1,0,0,0,Technology,OTC Stores,5,3,4,2,4,"Lack of ""Degen"" Culture",0,1,0,0,1,0,1,7,4,No,Physical Pizza Party in Central,Neutral
R0191,2026-03-01 16:48:52,Hong Kong,27,Less than 1 year,1,1,0,0,0,0,0,1,0,1,0,Financial Independence,DEX (Uniswap/Jupiter),3,4,5,4,4,"Lack of ""Degen"" Culture",0,0,0,1,0,1,0,5,1,Heard of it,Trading Fee Rebates,Neutral
R0192,2026-03-01 17:48:57,Hong Kong,22,Less than 1 year,1,1,0,0,0,1,0,1,0,0,1,Speculation (Quick gains),Offshore (Binance/OKX/Bybit),4,4,5,3,2,"Lack of ""Degen"" Culture",1,0,1,0,0,0,0,4,1,No,Trading Fee Rebates,Likely would change perception
R0193,2026-03-01 21:58:46,Hong Kong,18,3+ years,1,0,0,1,0,1,0,1,0,1,1,Financial Independence,Offshore (Binance/OKX/Bybit),3,3,5,5,2,"Lack of ""Degen"" Culture",0,0,1,1,0,0,1,5,1,"Yes, I celebrate it",Limited Edition NFT,Neutral
R0194,2026-03-02 01:43:26,Hong Kong,21,1–3 years,0,1,1,0,0,1,0,1,1,0,0,Financial Independence,Offshore (Binance/OKX/Bybit),4,3,4,4,1,No USDT Pairs,0,1,1,1,0,0,0,5,3,Heard of it,Exclusive Airdrop of Trending Tokens,Unlikely to change perception
R0195,2026-03-02 02:47:59,Hong Kong,32,1–3 years,1,0,0,0,0,1,1,0,0,0,1,Speculation (Quick gains),DEX (Uniswap/Jupiter),5,4,3,3,3,Complex KYC,1,0,0,1,0,0,0,5,1,No,Exclusive Airdrop of Trending Tokens,Neutral
R0196,2026-03-02 09:20:01,Hong Kong,28,3+ years,0,0,1,0,0,0,1,0,0,1,1,Speculation (Quick gains),Offshore (Binance/OKX/Bybit),4,4,4,4,3,PI Restrictions,1,0,1,0,0,1,1,6,5,Heard of it,Exclusive Airdrop of Trending Tokens,Definitely would not change perception
R0197,2026-03-02 09:51:11,Hong Kong,27,Less than 1 year,1,1,0,0,0,0,1,1,0,1,0,Financial Independence,Offshore (Binance/OKX/Bybit),4,4,3,2,1,No USDT Pairs,0,1,0,1,0,0,0,4,4,Heard of it,Trading Fee Rebates,Likely would change perception
R0198,2026-03-02 11:25:28,Hong Kong,26,1–3 years,1,1,0,0,0,1,1,0,0,0,0,Financial Independence,Offshore (Binance/OKX/Bybit),5,4,3,4,4,High Fees,1,0,0,0,0,0,0,6,3,Heard of it,Exclusive Airdrop of Trending Tokens,Likely would change perception
R0199,2026-03-02 11:56:16,Hong Kong,24,1–3 years,0,0,0,0,1,0,1,0,1,0,0,Financial Independence,Offshore (Binance/OKX/Bybit),3,4,5,4,5,Complex KYC,0,0,1,1,0,0,0,5,3,No,Exclusive Airdrop of Trending Tokens,Likely would change perception
R0200,2026-03-02 13:56:33,Hong Kong,32,1–3 years,1,1,0,1,0,0,0,0,0,0,0,Speculation (Quick gains),Offshore (Binance/OKX/Bybit),4,4,5,3,3,No USDT Pairs,1,1,1,1,0,0,0,7,1,No,Limited Edition NFT,Likely would change perception
R0201,2026-03-02 14:15:39,Hong Kong,18,Less than 1 year,1,0,0,0,0,0,1,0,1,0,1,Financial Independence,Licensed (HashKey/OSL),5,3,3,4,2,"Lack of ""Degen"" Culture",1,1,1,0,0,0,0,7,2,Heard of it,Exclusive Airdrop of Trending Tokens,Unlikely to change perception
R0202,2026-03-02 17:41:28,Hong Kong,18,1–3 years,1,1,1,1,0,1,1,0,0,1,1,Community & Narrative,Offshore (Binance/OKX/Bybit),4,4,4,3,3,High Fees,0,1,1,1,0,0,0,6,1,Heard of it,Limited Edition NFT,Neutral
R0203,2026-03-02 19:44:50,Hong Kong,19,Less than 1 year,1,1,0,1,0,1,1,1,1,1,0,Financial Independence,DEX (Uniswap/Jupiter),4,4,5,1,4,Complex KYC,0,0,1,1,0,1,0,6,2,No,Exclusive Airdrop of Trending Tokens,Neutral
R0204,2026-03-02 20:59:03,Hong Kong,24,1–3 years,1,0,0,0,0,1,1,0,1,0,0,Community & Narrative,Offshore (Binance/OKX/Bybit),5,3,4,4,4,"Lack of ""Degen"" Culture",1,0,1,0,0,0,0,5,1,"Yes, I celebrate it",Limited Edition NFT,Likely would change perception
R0205,2026-03-02 21:04:59,Hong Kong,30,3+ years,1,0,1,0,0,1,0,0,0,1,1,Financial Independence,Licensed (HashKey/OSL),4,3,4,3,3,No USDT Pairs,1,0,0,0,1,1,0,5,5,No,Exclusive Airdrop of Trending Tokens,Likely would change perception
R0206,2026-03-02 23:43:10,Hong Kong,20,Interested but haven't started,1,0,0,0,0,1,1,1,0,0,0,Technology,Licensed (HashKey/OSL),3,3,3,4,1,High Fees,0,1,1,0,0,0,0,6,1,No,Exclusive Airdrop of Trending Tokens,Likely would change perception
R0207,2026-03-03 03:29:34,Hong Kong,32,Less than 1 year,1,0,1,0,0,1,0,1,1,0,0,Speculation (Quick gains),OTC Stores,5,4,4,2,4,"Lack of ""Degen"" Culture",1,1,0,1,1,0,0,4,4,"Yes, I celebrate it",Trading Fee Rebates,Neutral
R0208,2026-03-03 03:44:38,Hong Kong,33,1–3 years,1,0,1,0,0,0,0,0,0,0,0,Speculation (Quick gains),DEX (Uniswap/Jupiter),5,5,3,3,4,"Lack of ""Degen"" Culture",0,0,1,1,1,0,0,5,3,Heard of it,Trading Fee Rebates,Unlikely to change perception
R0209,2026-03-03 08:35:23,Hong Kong,32,Less than 1 year,1,0,1,0,0,1,1,1,0,0,1,Technology,DEX (Uniswap/Jupiter),5,5,4,4,4,High Fees,1,1,1,1,0,1,0,5,4,Heard of it,Trading Fee Rebates,Likely would change perception
R0210,2026-03-03 11:06:29,Hong Kong,32,Interested but haven't started,1,1,0,0,0,1,0,0,0,1,0,Technology,Offshore (Binance/OKX/Bybit),3,4,3,3,1,"Lack of ""Degen"" Culture",0,1,0,0,0,0,0,5,5,"Yes, I celebrate it",Trading Fee Rebates,Unlikely to change perception
R0211,2026-03-03 13:41:43,Hong Kong,29,3+ years,1,0,0,0,0,0,1,0,0,1,0,Speculation (Quick gains),Offshore (Binance/OKX/Bybit),4,4,4,5,5,"Lack of ""Degen"" Culture",1,1,0,1,1,0,0,6,2,No,Exclusive Airdrop of Trending Tokens,Likely would change perception
R0212,2026-03-03 18:29:15,Hong Kong,27,Interested but haven't started,1,1,0,0,0,1,1,1,0,0,0,Financial Independence,Offshore (Binance/OKX/Bybit),4,3,4,2,5,"Lack of ""Degen"" Culture",0,0,0,1,0,0,0,5,3,Heard of it,Exclusive Airdrop of Trending Tokens,Definitely would change perception
R0213,2026-03-03 18:34:34,Hong Kong,24,3+ years,0,1,0,0,0,0,1,0,0,0,0,Community & Narrative,Offshore (Binance/OKX/Bybit),5,3,4,3,2,High Fees,1,0,1,0,0,0,0,5,2,No,Exclusive Airdrop of Trending Tokens,Likely would change perception
R0214,2026-03-03 19:21:44,Hong Kong,23,1–3 years,1,1,0,1,0,1,1,0,0,0,0,Speculation (Quick gains),Offshore (Binance/OKX/Bybit),4,5,4,4,2,Complex KYC,0,1,1,0,0,0,0,5,3,Heard of it,Trading Fee Rebates,Definitely would change perception
R0215,2026-03-03 20:32:04,Hong Kong,27,1–3 years,1,0,1,0,0,0,0,1,0,0,0,Speculation (Quick gains),OTC Stores,4,4,5,4,4,"Lack of ""Degen"" Culture",1,0,1,0,0,0,0,6,4,Heard of it,Exclusive Airdrop of Trending Tokens,Unlikely to change perception
R0216,2026-03-03 20:58:39,Hong Kong,20,3+ years,1,1,1,1,0,1,0,0,1,0,1,Financial Independence,Offshore (Binance/OKX/Bybit),3,4,5,2,2,PI Restrictions,0,0,1,0,0,0,1,4,3,"Yes, I celebrate it",Limited Edition NFT,Unlikely to change perception
R0217,2026-03-03 23:26:20,Hong Kong,31,Less than 1 year,1,1,0,0,0,1,1,1,1,1,0,Speculation (Quick gains),Offshore (Binance/OKX/Bybit),5,4,3,5,3,"Lack of ""Degen"" Culture",1,0,0,0,0,0,0,4,5,No,Exclusive Airdrop of Trending Tokens,Likely would change perception
R0218,2026-03-04 04:06:58,Hong Kong,22,Less than 1 year,1,1,1,0,0,1,1,1,0,1,1,Speculation (Quick gains),OTC Stores,4,5,4,3,4,Complex KYC,0,1,0,0,0,0,0,5,4,Heard of it,Physical Pizza Party in Central,Definitely would not change perception
R0219,2026-03-04 07:42:09,Hong Kong,20,Interested but haven't started,1,0,0,0,0,0,1,0,0,1,0,Technology,Offshore (Binance/OKX/Bybit),4,4,3,3,4,High Fees,0,1,1,1,1,0,1,4,3,"Yes, I celebrate it",Trading Fee Rebates,Neutral
R0220,2026-03-04 08:50:27,Hong Kong,22,3+ years,0,0,0,0,1,1,1,1,1,0,0,Community & Narrative,Offshore (Binance/OKX/Bybit),5,5,3,4,4,PI Restrictions,0,1,1,1,0,0,0,5,1,Heard of it,Trading Fee Rebates,Neutral
R0221,2026-03-04 12:50:37,Hong Kong,22,3+ years,1,0,1,1,0,0,1,0,1,0,0,Financial Independence,Licensed (HashKey/OSL),5,3,5,2,4,"Lack of ""Degen"" Culture",0,0,1,0,0,0,0,5,4,Heard of it,Trading Fee Rebates,Neutral
R0222,2026-03-04 14:01:23,Hong Kong,28,1–3 years,1,1,0,0,0,0,0,0,0,0,1,Financial Independence,Offshore (Binance/OKX/Bybit),4,5,4,4,2,Complex KYC,0,0,0,0,0,1,0,7,3,Heard of it,Exclusive Airdrop of Trending Tokens,Unlikely to change perception
R0223,2026-03-04 15:33:37,Hong Kong,30,3+ years,1,0,1,0,0,0,1,0,0,0,1,Speculation (Quick gains),Offshore (Binance/OKX/Bybit),3,3,4,5,2,High Fees,1,0,0,0,0,0,0,4,2,No,Exclusive Airdrop of Trending Tokens,Definitely would not change perception
R0224,2026-03-04 16:04:45,Hong Kong,20,Less than 1 year,0,0,0,0,1,1,0,0,0,0,0,Speculation (Quick gains),DEX (Uniswap/Jupiter),4,5,3,1,3,PI Restrictions,1,0,0,0,0,0,0,5,2,No,Exclusive Airdrop of Trending Tokens,Definitely would change perception
R0225,2026-03-04 17:58:22,Hong Kong,26,1–3 years,1,1,0,0,0,1,1,0,0,0,0,Financial Independence,Offshore (Binance/OKX/Bybit),4,3,3,4,1,"Lack of ""Degen"" Culture",0,1,0,0,0,0,1,6,3,Heard of it,Exclusive Airdrop of Trending Tokens,Likely would change perception
R0226,2026-03-04 20:53:55,Hong Kong,22,1–3 years,1,1,1,1,0,1,1,0,0,0,1,Speculation (Quick gains),Offshore (Binance/OKX/Bybit),3,5,3,1,3,Complex KYC,1,1,1,0,0,0,0,5,2,Heard of it,Exclusive Airdrop of Trending Tokens,Likely would change perception
R0227,2026-03-04 22:16:37,Hong Kong,32,1–3 years,1,1,1,0,0,1,1,0,0,1,0,Speculation (Quick gains),Offshore (Binance/OKX/Bybit),5,4,4,4,2,"Lack of ""Degen"" Culture",0,1,0,1,0,0,0,6,3,No,Exclusive Airdrop of Trending Tokens,Likely would change perception
R0228,2026-03-05 02:44:39,Hong Kong,27,Less than 1 year,1,1,0,1,0,1,0,1,0,1,0,Financial Independence,Offshore (Binance/OKX/Bybit),4,5,5,4,4,High Fees,0,0,0,0,0,0,0,5,2,Heard of it,Exclusive Airdrop of Trending Tokens,Unlikely to change perception
R0229,2026-03-05 02:59:28,Hong Kong,32,1–3 years,1,0,0,0,0,1,1,0,0,0,0,Financial Independence,Offshore (Binance/OKX/Bybit),4,4,4,2,2,No USDT Pairs,0,1,1,0,1,0,0,6,3,No,Exclusive Airdrop of Trending Tokens,Likely would change perception
R0230,2026-03-05 11:25:38,Hong Kong,18,1–3 years,1,0,1,0,0,1,0,1,0,1,0,Financial Independence,Licensed (HashKey/OSL),4,4,3,4,4,"Lack of ""Degen"" Culture",1,0,0,0,0,0,0,6,4,No,Physical Pizza Party in Central,Likely would change perception
R0231,2026-03-05 13:03:12,Hong Kong,23,1–3 years,1,1,1,1,0,1,1,1,0,0,1,Speculation (Quick gains),Offshore (Binance/OKX/Bybit),5,5,3,4,4,Complex KYC,0,0,0,1,0,0,0,4,4,Heard of it,Limited Edition NFT,Likely would change perception
R0232,2026-03-05 15:24:03,Hong Kong,20,1–3 years,0,0,0,0,1,1,1,0,0,0,0,Financial Independence,Offshore (Binance/OKX/Bybit),5,3,3,4,3,High Fees,0,0,0,0,0,0,0,5,1,No,Trading Fee Rebates,Unlikely to change perception
R0233,2026-03-05 22:36:46,Hong Kong,26,1–3 years,0,1,1,0,0,0,1,1,0,0,0,Speculation (Quick gains),Offshore (Binance/OKX/Bybit),3,3,3,3,3,High Fees,0,0,0,0,0,0,0,7,1,No,Physical Pizza Party in Central,Definitely would not change perception
R0234,2026-03-06 03:49:47,Hong Kong,27,3+ years,1,1,0,0,0,1,1,1,0,0,0,Speculation (Quick gains),Offshore (Binance/OKX/Bybit),4,4,5,4,3,Complex KYC,1,1,0,0,1,0,0,6,2,No,Exclusive Airdrop of Trending Tokens,Likely would change perception
R0235,2026-03-06 04:27:11,Hong Kong,20,3+ years,0,1,1,0,0,1,1,1,0,0,0,Technology,Offshore (Binance/OKX/Bybit),4,4,3,5,3,Complex KYC,0,0,1,0,0,1,0,4,1,Heard of it,Trading Fee Rebates,Neutral
R0236,2026-03-06 06:39:10,Hong Kong,21,3+ years,0,1,0,1,0,1,0,1,0,1,0,Financial Independence,Licensed (HashKey/OSL),5,4,3,2,4,"Lack of ""Degen"" Culture",0,1,1,0,0,0,1,6,2,Heard of it,Exclusive Airdrop of Trending Tokens,Likely would change perception
R0237,2026-03-06 10:19:45,Hong Kong,32,3+ years,0,1,0,1,0,1,1,0,1,0,1,Community & Narrative,Offshore (Binance/OKX/Bybit),5,3,3,2,5,Complex KYC,1,0,0,1,0,0,0,6,3,No,Physical Pizza Party in Central,Definitely would not change perception
R0238,2026-03-06 13:49:38,Hong Kong,21,3+ years,0,1,0,1,0,1,1,0,0,0,0,Financial Independence,Offshore (Binance/OKX/Bybit),5,4,5,3,4,High Fees,0,0,1,0,0,0,0,6,3,No,Exclusive Airdrop of Trending Tokens,Definitely would change perception
R0239,2026-03-06 14:01:14,Hong Kong,18,Less than 1 year,1,1,0,0,0,1,1,0,1,1,0,Financial Independence,Offshore (Binance/OKX/Bybit),4,5,3,3,4,High Fees,0,0,0,0,0,0,0,6,3,Heard of it,Trading Fee Rebates,Neutral
R0240,2026-03-06 14:51:21,Hong Kong,32,1–3 years,0,0,1,0,0,1,1,0,0,0,1,Financial Independence,Offshore (Binance/OKX/Bybit),4,3,4,3,4,"Lack of ""Degen"" Culture",0,0,0,1,0,0,0,7,2,Heard of it,Limited Edition NFT,Likely would change perception
R0241,2026-03-06 16:55:41,Hong Kong,24,1–3 years,1,1,0,1,0,1,1,0,0,0,0,Speculation (Quick gains),Offshore (Binance/OKX/Bybit),4,4,4,2,3,Complex KYC,0,1,0,0,0,0,0,4,4,Heard of it,Physical Pizza Party in Central,Likely would change perception
R0242,2026-03-06 17:28:03,Hong Kong,18,Interested but haven't started,1,1,0,0,0,1,1,1,0,0,1,Speculation (Quick gains),Offshore (Binance/OKX/Bybit),3,5,5,3,5,Complex KYC,0,0,0,0,0,1,0,5,4,Heard of it,Physical Pizza Party in Central,Neutral
R0243,2026-03-06 18:01:58,Hong Kong,21,Less than 1 year,1,0,0,0,0,0,1,0,1,1,0,Financial Independence,DEX (Uniswap/Jupiter),5,5,5,4,3,High Fees,0,0,1,1,0,0,0,5,4,Heard of it,Exclusive Airdrop of Trending Tokens,Definitely would change perception
R0244,2026-03-06 20:30:12,Hong Kong,20,Less than 1 year,1,0,1,0,0,1,1,1,0,1,1,Financial Independence,Licensed (HashKey/OSL),4,3,4,3,2,High Fees,1,1,0,0,1,0,0,4,3,No,Physical Pizza Party in Central,Unlikely to change perception
R0245,2026-03-06 22:43:13,Hong Kong,18,3+ years,1,1,1,1,0,1,0,0,0,1,0,Financial Independence,Offshore (Binance/OKX/Bybit),4,4,5,2,2,High Fees,0,1,1,1,0,0,0,6,2,"Yes, I celebrate it",Exclusive Airdrop of Trending Tokens,Unlikely to change perception
R0246,2026-03-06 23:18:01,Hong Kong,18,Less than 1 year,1,1,0,1,0,1,1,0,1,0,0,Community & Narrative,Licensed (HashKey/OSL),4,3,4,2,2,"Lack of ""Degen"" Culture",0,0,0,0,0,0,0,7,1,Heard of it,Trading Fee Rebates,Definitely would change perception
R0247,2026-03-07 02:02:06,Hong Kong,18,1–3 years,1,0,0,0,0,0,1,0,1,0,0,Financial Independence,DEX (Uniswap/Jupiter),4,5,4,3,2,"Lack of ""Degen"" Culture",1,1,1,0,0,0,0,3,1,Heard of it,Exclusive Airdrop of Trending Tokens,Likely would change perception
R0248,2026-03-07 02:38:50,Hong Kong,19,1–3 years,1,0,1,0,0,1,1,0,0,0,0,Financial Independence,Offshore (Binance/OKX/Bybit),5,4,5,3,4,High Fees,1,0,1,1,0,0,0,5,2,Heard of it,Limited Edition NFT,Unlikely to change perception
R0249,2026-03-07 07:44:15,Hong Kong,18,1–3 years,0,0,0,0,1,1,1,1,0,1,0,Speculation (Quick gains),Offshore (Binance/OKX/Bybit),5,4,3,4,5,"Lack of ""Degen"" Culture",1,0,0,0,0,1,0,5,3,No,Limited Edition NFT,Neutral
R0250,2026-03-07 08:47:14,Hong Kong,20,1–3 years,1,1,1,0,0,1,0,1,0,0,1,Financial Independence,Offshore (Binance/OKX/Bybit),3,5,4,1,3,"Lack of ""Degen"" Culture",0,0,1,0,0,0,1,7,4,No,Exclusive Airdrop of Trending Tokens,Likely would change perception
R0251,2026-03-07 09:55:15,Hong Kong,21,Less than 1 year,0,0,0,0,1,0,1,0,1,1,1,Financial Independence,Offshore (Binance/OKX/Bybit),5,4,3,3,3,Complex KYC,1,1,1,0,0,0,1,5,6,No,Trading Fee Rebates,Neutral
R0252,2026-03-07 10:34:29,Hong Kong,22,Interested but haven't started,1,1,1,0,0,0,1,1,0,1,0,Speculation (Quick gains),Licensed (HashKey/OSL),4,4,3,4,3,"Lack of ""Degen"" Culture",0,0,0,0,1,0,0,5,5,Heard of it,Trading Fee Rebates,Definitely would change perception
R0253,2026-03-07 10:35:24,Hong Kong,22,1–3 years,1,0,0,0,0,0,1,1,1,1,0,Financial Independence,Offshore (Binance/OKX/Bybit),5,3,5,4,3,Complex KYC,0,1,1,0,0,0,0,5,4,Heard of it,Physical Pizza Party in Central,Likely would change perception
R0254,2026-03-07 14:39:41,Hong Kong,30,3+ years,1,0,0,1,0,1,1,0,1,0,0,Financial Independence,Offshore (Binance/OKX/Bybit),4,4,4,4,4,"Lack of ""Degen"" Culture",0,1,1,0,0,0,0,6,2,"Yes, I celebrate it",Trading Fee Rebates,Unlikely to change perception
R0255,2026-03-07 16:20:00,Hong Kong,31,Less than 1 year,1,0,1,1,0,1,1,0,1,0,1,Community & Narrative,Licensed (HashKey/OSL),5,3,3,4,2,"Lack of ""Degen"" Culture",1,1,1,0,0,0,0,6,1,Heard of it,Physical Pizza Party in Central,Unlikely to change perception
R0256,2026-03-07 19:14:33,Hong Kong,23,3+ years,1,0,0,0,0,1,0,1,0,0,0,Community & Narrative,Licensed (HashKey/OSL),4,5,2,3,1,"Lack of ""Degen"" Culture",1,1,1,1,1,0,0,4,3,No,Exclusive Airdrop of Trending Tokens,Likely would change perception
R0257,2026-03-08 03:44:46,Hong Kong,21,1–3 years,1,1,0,0,0,1,1,0,0,1,0,Financial Independence,OTC Stores,5,4,2,4,3,No USDT Pairs,1,0,1,1,1,1,0,5,2,Heard of it,Exclusive Airdrop of Trending Tokens,Likely would change perception
R0258,2026-03-08 06:09:14,Hong Kong,22,1–3 years,1,1,0,0,0,1,1,0,0,1,0,Community & Narrative,Licensed (HashKey/OSL),4,4,4,3,3,High Fees,0,0,0,0,0,0,0,4,3,Heard of it,Trading Fee Rebates,Likely would change perception
R0259,2026-03-08 06:19:05,Hong Kong,18,1–3 years,0,1,0,0,0,0,1,0,0,0,0,Financial Independence,Offshore (Binance/OKX/Bybit),4,5,4,5,4,"Lack of ""Degen"" Culture",0,0,0,0,0,0,0,6,4,No,Limited Edition NFT,Neutral
R0260,2026-03-08 11:36:03,Hong Kong,35,3+ years,1,1,1,0,0,1,1,1,0,0,0,Speculation (Quick gains),Offshore (Binance/OKX/Bybit),4,4,5,3,5,Complex KYC,0,1,0,0,1,0,0,4,5,No,Physical Pizza Party in Central,Likely would change perception
R0261,2026-03-08 13:26:13,Hong Kong,21,Less than 1 year,0,1,0,1,0,1,1,0,0,0,1,Financial Independence,Offshore (Binance/OKX/Bybit),4,4,3,4,2,"Lack of ""Degen"" Culture",1,0,0,0,0,0,0,5,1,Heard of it,Trading Fee Rebates,Likely would change perception
R0262,2026-03-08 13:46:14,Hong Kong,24,Less than 1 year,0,1,0,0,0,0,1,0,1,0,1,Technology,Offshore (Binance/OKX/Bybit),4,4,4,3,2,"Lack of ""Degen"" Culture",1,0,0,0,0,0,0,5,4,No,Exclusive Airdrop of Trending Tokens,Neutral
R0263,2026-03-08 18:34:24,Hong Kong,24,1–3 years,1,1,1,1,0,0,1,0,0,0,0,Speculation (Quick gains),DEX (Uniswap/Jupiter),5,5,3,3,3,Complex KYC,0,0,0,1,0,0,0,5,1,Heard of it,Exclusive Airdrop of Trending Tokens,Neutral
R0264,2026-03-08 19:46:05,Hong Kong,29,1–3 years,1,1,0,0,0,1,0,1,0,0,0,Technology,Licensed (HashKey/OSL),5,4,4,5,2,No USDT Pairs,1,1,0,0,0,0,0,6,3,Heard of it,Physical Pizza Party in Central,Definitely would not change perception
R0265,2026-03-09 03:20:24,Hong Kong,27,1–3 years,1,1,1,0,0,0,1,1,1,0,1,Speculation (Quick gains),DEX (Uniswap/Jupiter),4,4,4,2,5,Complex KYC,1,0,0,0,1,0,0,7,2,No,Exclusive Airdrop of Trending Tokens,Unlikely to change perception
R0266,2026-03-09 04:42:47,Hong Kong,30,1–3 years,1,0,0,0,0,0,0,0,1,1,0,Financial Independence,DEX (Uniswap/Jupiter),5,4,4,3,2,"Lack of ""Degen"" Culture",1,1,1,1,0,0,0,6,2,No,Exclusive Airdrop of Trending Tokens,Definitely would change perception
R0267,2026-03-09 04:51:03,Hong Kong,20,3+ years,1,1,1,0,0,1,1,0,1,1,1,Financial Independence,Offshore (Binance/OKX/Bybit),5,4,4,2,3,Complex KYC,0,0,1,0,0,0,0,5,3,Heard of it,Exclusive Airdrop of Trending Tokens,Likely would change perception
R0268,2026-03-09 06:54:32,Hong Kong,21,3+ years,0,0,0,0,1,0,1,0,0,0,0,Speculation (Quick gains),Offshore (Binance/OKX/Bybit),4,5,4,3,2,"Lack of ""Degen"" Culture",1,0,0,1,0,0,0,6,1,Heard of it,Exclusive Airdrop of Trending Tokens,Likely would change perception
R0269,2026-03-09 07:06:28,Hong Kong,23,Less than 1 year,0,0,1,0,0,1,0,1,1,0,0,Speculation (Quick gains),Offshore (Binance/OKX/Bybit),4,3,3,4,5,High Fees,0,1,1,0,0,0,0,4,5,Heard of it,Limited Edition NFT,Likely would change perception
R0270,2026-03-09 07:31:24,Hong Kong,30,Interested but haven't started,1,1,0,0,0,0,0,1,1,0,0,Financial Independence,Offshore (Binance/OKX/Bybit),5,5,5,3,5,Complex KYC,1,0,0,1,1,0,0,5,2,Heard of it,Exclusive Airdrop of Trending Tokens,Likely would change perception
R0271,2026-03-09 08:15:04,Hong Kong,30,1–3 years,0,0,0,0,1,0,1,0,0,0,0,Financial Independence,Offshore (Binance/OKX/Bybit),5,4,4,1,4,"Lack of ""Degen"" Culture",0,0,0,0,0,1,1,7,2,Heard of it,Limited Edition NFT,Likely would change perception
R0272,2026-03-09 11:32:37,Hong Kong,24,1–3 years,1,1,1,0,0,0,1,0,0,0,0,Financial Independence,Offshore (Binance/OKX/Bybit),5,3,4,3,4,"Lack of ""Degen"" Culture",1,1,0,0,0,0,0,6,1,Heard of it,Trading Fee Rebates,Unlikely to change perception
R0273,2026-03-09 12:02:57,Hong Kong,24,1–3 years,1,1,0,0,0,1,1,0,0,0,0,Financial Independence,Offshore (Binance/OKX/Bybit),4,4,5,5,4,Complex KYC,1,0,1,0,0,0,0,7,2,Heard of it,Limited Edition NFT,Unlikely to change perception
R0274,2026-03-09 13:12:28,Hong Kong,28,3+ years,1,1,1,0,0,1,1,0,1,0,0,Speculation (Quick gains),Offshore (Binance/OKX/Bybit),5,5,3,4,2,"Lack of ""Degen"" Culture",1,1,1,1,1,0,1,7,2,Heard of it,Exclusive Airdrop of Trending Tokens,Neutral
R0275,2026-03-09 14:41:57,Hong Kong,23,3+ years,0,1,0,0,0,1,1,1,0,1,0,Speculation (Quick gains),Offshore (Binance/OKX/Bybit),3,3,3,4,4,Complex KYC,0,1,0,1,0,0,0,5,4,Heard of it,Trading Fee Rebates,Definitely would change perception
R0276,2026-03-09 16:44:13,Hong Kong,18,Interested but haven't started,0,1,1,0,0,1,0,0,0,0,0,Financial Independence,OTC Stores,5,3,4,3,5,Complex KYC,0,1,0,1,0,0,0,6,2,Heard of it,Exclusive Airdrop of Trending Tokens,Likely would change perception
R0277,2026-03-09 20:31:29,Hong Kong,24,3+ years,1,0,0,0,0,1,0,0,1,1,0,Speculation (Quick gains),Offshore (Binance/OKX/Bybit),5,4,4,4,4,No USDT Pairs,0,1,0,0,0,0,0,5,1,Heard of it,Exclusive Airdrop of Trending Tokens,Neutral
R0278,2026-03-09 22:52:53,Hong Kong,35,Interested but haven't started,0,1,0,1,0,1,1,0,0,1,1,Financial Independence,Licensed (HashKey/OSL),4,4,4,4,5,High Fees,1,0,1,0,0,0,0,4,1,Heard of it,Limited Edition NFT,Likely would change perception
R0279,2026-03-10 00:44:38,Hong Kong,18,3+ years,1,1,0,0,0,1,0,1,0,1,0,Speculation (Quick gains),Offshore (Binance/OKX/Bybit),5,4,4,5,3,Complex KYC,0,0,0,0,1,0,0,5,3,No,Exclusive Airdrop of Trending Tokens,Likely would change perception
R0280,2026-03-10 03:18:59,Hong Kong,32,1–3 years,1,0,1,0,0,1,1,1,0,0,0,Speculation (Quick gains),DEX (Uniswap/Jupiter),5,5,4,3,3,"Lack of ""Degen"" Culture",1,1,0,0,0,0,0,5,2,No,Trading Fee Rebates,Likely would change perception
R0281,2026-03-10 04:57:23,Hong Kong,30,3+ years,1,1,0,1,0,1,0,0,1,0,0,Financial Independence,Offshore (Binance/OKX/Bybit),4,4,3,3,3,High Fees,1,0,0,0,0,1,0,4,1,No,Limited Edition NFT,Neutral
